pc_receive_time_iso,pc_receive_time_unix,lora_downlink_rssi_dbm,lora_downlink_snr_db,lora_crc_error,packet_type,protocol_version,packet_type_ok,protocol_version_ok,length_ok,crc_ok,received_crc16,calculated_crc16,sequence_number,lost_packets_since_previous,total_lost_packets,utc_timestamp,obc_uptime_ms,flight_state,flight_state_name,status_flags_raw,GNSS_FIX_VALID,GNSS_TIME_VALID,IMU_VALID,BARO_VALID,BARO_RANGE_VALID,BATTERY_VALID,CORAL_VALID,CORAL_NEW,SD_LOGGING_OK,LAST_LORA_TX_OK,COMMAND_RX_SINCE_LAST,OBC_TIME_FALLBACK,GPS_ERROR,IMU_ERROR,BARO_ERROR,SD_ERROR,battery_mv,battery_v,gnss_fix_type,gnss_satellites_used,latitude_deg,longitude_deg,gnss_altitude_m,gnss_hdop,gnss_vdop,ground_speed_ms,vertical_speed_ms,course_deg,baro_pressure_pa,baro_temperature_c,baro_altitude_m,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,imu_temperature_c,mcu_temperature_c,reset_cause_raw,PIN_RESET,BOR_RESET,SOFTWARE_RESET,IWDG_RESET,WWDG_RESET,LOW_POWER_RESET,OPTION_BYTE_RESET,FIREWALL_RESET,boot_count,sd_log_record_counter,sd_error_counter,sensor_error_counter,command_counter,last_uplink_rssi_dbm,last_uplink_snr_db,coral_status,coral_result_age_s,coral_payload_text,coral_payload_hex
2026-07-06T00:05:24.480295+00:00,1783296324.480295,-50,13.25,False,1,2,True,True,True,True,0x522A,0x522A,15,0,0,1700000015,308845,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,15,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:05:45.010066+00:00,1783296345.010066,-49,9.75,False,1,2,True,True,True,True,0xFFEC,0xFFEC,16,0,0,1700000016,329429,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,16,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:06:05.575524+00:00,1783296365.575524,-49,9.75,False,1,2,True,True,True,True,0x94B4,0x94B4,17,0,0,1700000017,350014,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,17,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:06:26.100029+00:00,1783296386.100029,-49,10.0,False,1,2,True,True,True,True,0x1F35,0x1F35,18,0,0,1700000018,370599,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,18,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:06:46.640075+00:00,1783296406.640075,-49,10.25,False,1,2,True,True,True,True,0x6D3E,0x6D3E,19,0,0,1700000019,391184,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,19,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:07:07.195928+00:00,1783296427.195928,-50,10.0,False,1,2,True,True,True,True,0xA963,0xA963,20,0,0,1700000020,411769,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,20,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:07:27.715659+00:00,1783296447.715659,-49,10.0,False,1,2,True,True,True,True,0x0F54,0x0F54,21,0,0,1700000021,432354,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,21,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:07:48.259114+00:00,1783296468.259114,-49,10.0,False,1,2,True,True,True,True,0x0648,0x0648,22,0,0,1700000022,452938,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,22,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:08:08.805879+00:00,1783296488.805879,-49,12.25,False,1,2,True,True,True,True,0xB4A7,0xB4A7,23,0,0,1700000023,473523,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,23,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
2026-07-06T00:08:29.349657+00:00,1783296509.349657,-49,10.0,False,1,2,True,True,True,True,0xB9BE,0xB9BE,24,0,0,1700000024,494107,1,STANDBY,831,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,3700,3.7,3,10,48.1353,11.582,520.0,0.9,1.3,0.25,0.0,90.0,101325,22.0,520.0,0.0,0.0,9.81,0.0,0.0,0.0,23.0,25.0,0,False,False,False,False,False,False,False,False,1,24,0,0,0,0,0,0,65535,NO_CORAL_DATA,4e 4f 5f 43 4f 52 41 4c 5f 44 41 54 41 00 00 00
